k3	k4	k5	k6	k7	k8	k9	k10	s01ACF	s02ACF	s03ACF	s04ACM	s05ACM	s06ACM	s07BCF	s08BCF	s09BCF	s10BCM	s11BCM	s12BCM
Anogam_AGAP007966-RC	2	3	1	3	3	7	9	3	0	0.00693449404539882	0	0.0250550310872856	0.0323146133130786	0.0251651024687048	0.00439007739439332	0.00646733164142344	0.00432875303081263	0.00213983589892162	0.00286622786597055	0.00402367883758843
Anogam_AGAP007968-RA	1	4	2	1	5	5	8	2	0.631069899905396	0.409101099993164	0.769912245529337	0.504660309244136	0.510644395849379	0.472170666109979	0.750079592077661	0.657811821833264	0.630131212231336	0.541875907808865	0.638082929868534	0.739621037202427
Anogam_AGAP007968-RB	1	1	4	5	4	4	6	10	0.368930100094604	0.590898900006836	0.230087754470663	0.495339690755864	0.489355604150621	0.527829333890021	0.249920407922339	0.342188178166736	0.369868787768664	0.458124092191135	0.361917070131466	0.260378962797573
Anogam_AGAP007975-RB	1	1	4	5	2	8	1	10	0.331268397124888	0.367030647073103	0.543420876772292	0.133645119132905	0.146771829099329	0.402993976134087	0.403839819016373	0.384757237198505	0.434480132215045	0.30171872830835	0.505074189063836	0.466729505243015
Anogam_AGAP007975-RA	1	4	2	1	1	5	2	2	0.668731602875112	0.632969352926897	0.456579123227708	0.866354880867095	0.853228170900671	0.597006023865913	0.596160180983627	0.615242762801495	0.565519867784955	0.69828127169165	0.494925810936164	0.533270494756985
Anogam_AGAP007996-RA	1	4	2	2	5	5	2	2	0.59444954257057	0.598647633774957	0.610480280663656	0.549062431969365	0.587485390089305	0.585119011028612	0.758034511952174	0.572515563830533	0.611855452694384	0.509267207124082	0.49023204735825	0.439726377623442
Anogam_AGAP007996-RB	1	1	4	5	4	8	1	10	0.40555045742943	0.401352366225043	0.389519719336344	0.450937568030635	0.412514609910695	0.414880988971388	0.241965488047826	0.427484436169467	0.388144547305616	0.490732792875918	0.50976795264175	0.560273622376558
Anogam_AGAP008017-RA	1	4	2	2	1	5	2	2	0.942557592966566	0.728833801319514	0.660969196057956	0.585813908006869	0.745445211686885	0.62564828972785	0.82793310263241	0.373152421441153	0.293229688162555	0.480653895703216	0.792053171166235	0.257393602855724
Anogam_AGAP008017-RB	2	3	1	3	3	3	5	8	0	0.151908930373249	0	0.248113280841864	0.0363838558106372	0.0202511406333319	0.17206689736759	0.334935645709117	0.203820992567822	0.0499980480551346	0	0.105727547919062
Anogam_AGAP008017-RC	2	1	5	4	2	2	3	5	0.0574424070334343	0.119257268307237	0.339030803942044	0.166072811151267	0.218170932502478	0.354100569638818	0	0.291911932849729	0.502949319269623	0.46934805624165	0.207946828833765	0.636878849225214
Anogam_AGAP008027-RA	1	1	5	5	2	2	3	6	0.205371533022932	0.235798801315085	0.186213520016959	0.246351584313723	0.225465439513995	0.196720374552136	0.454859677249289	0.427983276327572	0.264605414861485	0.420069144601663	0.427560286716055	0.377246952931712
Anogam_AGAP008027-RB	3	4	2	1	1	1	4	9	0.794628466977068	0.764201198684915	0.813786479983041	0.753648415686277	0.774534560486005	0.803279625447864	0.545140322750711	0.572016723672428	0.735394585138515	0.579930855398337	0.572439713283945	0.622753047068288
Anogam_AGAP008054-RB	3	2	3	1	6	1	8	4	1	0.821141572544154	0	0.899359591406217	1	0	0.979261398595829	0.951132025579934	0.969056503299284	0.966111676781719	0.979953890771589	0.966141624230253
Anogam_AGAP008054-RA	2	3	5	4	7	4	6	7	0	0	1	0	0	1	0	0.0137754636147238	0	0.0079299123246162	0	0.012646532673308
Anogam_AGAP008054-RC	2	3	1	3	3	7	9	3	0	0.178856705308777	0	0.100640408593783	0	0	0.0207386014041708	0.0350925108053417	0.030943496700716	0.0259583696462825	0.0161166359361998	0.0212116487099867
Anogam_AGAP008054-RD	2	3	1	3	3	7	9	3	0	1.7221470696376e-06	0	0	0	0	0	0	0	4.12473820866631e-08	0.00392947329221148	1.94386452486119e-07
Anogam_AGAP029127-RB	1	4	4	2	4	5	2	2	0.428111950415263	0.730376754699902	0.283955707523232	0.62805201227476	0.303539930938796	0.999997032737804	0.427906041129629	0.395754949985963	0.755656038380115	0.282143697139343	0.373295463194059	0.537051466635238
Anogam_AGAP029127-RA	1	4	4	5	5	5	1	10	0.571888049584737	0.269623245300098	0.716044292476768	0.37194798772524	0.696460069061204	2.96726219618944e-06	0.572093958870371	0.604245050014037	0.244343961619885	0.717856302860657	0.626704536805941	0.462948533364762
Anogam_AGAP008059-RA	2	1	5	4	2	2	3	5	0.303126618593248	0.504930916157408	0	0.105817355114659	0.440851963336972	0	0.225805149745737	0.217629005826444	0.266562496775328	0.393559962472055	0.392355369152302	0.528423739939824
Anogam_AGAP008059-RB	3	4	2	1	1	1	4	9	0.696873381406752	0.495069083842592	1	0.894182644885341	0.559148036663028	1	0.774194850254262	0.782370994173556	0.733437503224672	0.606440037527945	0.607644630847698	0.471576260060175
Anogam_AGAP008091-RA	2	3	5	4	7	3	5	8	0.155720970903284	0	0	0.594048393143768	0.176796096819885	0.1230380383176	0	0.525866142373765	0.130392115472119	0.11898787253587	0.359003065433816	0.10910349460435
Anogam_AGAP008091-RB	3	2	3	6	1	1	4	4	0.844279029096716	1	1	0.405951606856232	0.823203903180115	0.8769619616824	1	0.474133857626235	0.869607884527881	0.88101212746413	0.640996934566184	0.89089650539565
Anogam_AGAP008113-RA	3	2	3	6	6	6	7	1	0.997977802162141	0.991035375171598	0.954595871062965	0.996896089467845	0.99111550910626	0.982067774517211	0.997206813625925	0.997251921529422	0.991765530936819	0.997212514688648	0.9936351267063	0.993299124979112
Anogam_AGAP008113-RB	2	3	1	3	3	7	9	3	0.00202219783785875	0.00896462482840227	0.0454041289370356	0.00310391053215499	0.00888449089373943	0.0179322254827894	0.00279318637407546	0.00274807847057838	0.0082344690631808	0.00278748531135215	0.00636487329370015	0.00670087502088757
Anogam_AGAP008137-RA	1	4	2	2	5	5	2	2	0.495692580679192	0.629408119456072	0.627368153992131	0.646808921246199	0.594101241145516	0.577730979845338	0.626971296053864	0.360899595942601	0.279054968371067	0.690053983007261	0.425990881212149	0.743740866818018
Anogam_AGAP008137-RB	1	1	4	5	2	8	1	10	0.504307419320808	0.370591880543928	0.372631846007869	0.353191078753801	0.405898758854484	0.422269020154662	0.373028703946136	0.639100404057399	0.720945031628933	0.309946016992739	0.574009118787851	0.256259133181982
Anogam_AGAP008175-RC	1	1	5	4	2	8	6	6	0.443592771036058	0.232507695750646	0.363468850987986	0.275560067826012	0.318934764173658	0.428393863998562	0.336899562471641	0.435445017887391	0.410576996344608	0.200051547008164	0.232522446969213	0.21887056828746
Anogam_AGAP008175-RA	2	1	5	4	7	3	5	6	0.239698302520082	0.278638571231715	0.311810682232778	0.279576105080425	0.206929707543049	0.26480074463769	0.224170892688064	0.216291333643225	0.214488554348009	0.232802507785072	0.20575214368824	0.253656382758403
Anogam_AGAP008175-RB	1	1	4	5	2	8	1	10	0.31670892644386	0.488853733017638	0.324720466779235	0.444863827093563	0.474135528283292	0.306805391363748	0.438929544840296	0.348263648469383	0.374934449307383	0.567145945206764	0.561725409342547	0.527473048954137
Anogam_AGAP008197-RB	1	1	4	5	2	8	1	10	0.312935881669401	0.239730692329294	0.593938864744978	0.304931440959346	0.223428604715015	0.310460357221764	0.447890196020469	0.384187015264874	0.425682255448061	0.381687434786368	0.435059688867141	0.386254157157431
Anogam_AGAP008197-RA	1	4	2	1	1	5	2	2	0.687064118330599	0.760269307670706	0.406061135255022	0.695068559040654	0.776571395284985	0.689539642778236	0.552109803979531	0.615812984735126	0.574317744551939	0.618312565213632	0.564940311132859	0.613745842842569
Anogam_AGAP008241-RA	2	3	1	3	3	7	9	3	0.212589076970931	0	0.410531480617201	0	0	0	0.128017365340433	0.0916884906496887	0.142135272516654	0	0.200101011538078	0
Anogam_AGAP008241-RB	3	2	3	6	6	6	7	1	0.787410923029068	1	0.589468519382799	1	1	1	0.871982634659567	0.908311509350311	0.857864727483346	1	0.799898988461921	1
Anogam_AGAP008245-RB	1	1	4	5	2	8	1	10	0.427215341470474	0.592064773745396	0.576055331684322	0.0761359829904883	0.166039597234968	0.134082120370806	0.333076293119398	0.549229828862195	0.326603320189687	0.616375128450234	0.644190479682709	0.729523308634247
Anogam_AGAP008245-RA	1	4	2	2	4	5	2	2	0.572784658529526	0.407935226254604	0.423944668315678	0.923864017009512	0.833960402765032	0.865917879629194	0.666923706880602	0.450770171137805	0.673396679810313	0.383624871549766	0.355809520317291	0.270476691365753
Anogam_AGAP008287-RA	3	2	3	6	6	6	7	1	1	1	1	1	1	0.969059682075209	1	1	1	1	0.957221605442437	1
Anogam_AGAP008287-RB	2	3	1	3	3	7	9	3	0	0	0	0	0	0.0309403179247906	0	0	0	0	0.0427783945575635	0
Anogam_AGAP008288-RB	2	3	1	3	7	3	5	8	0.189157268566837	0.170087924997029	0.118045387439526	0.158488119933259	0.136076119721474	0.159466222117908	0.10080802113583	0.128153054832039	0.131626588782645	0.0969247986065236	0.102168365660302	0.151262923354226
Anogam_AGAP008288-RA	3	2	3	6	6	6	7	1	0.810842731433163	0.829912075002971	0.881954612560474	0.841511880066741	0.863923880278526	0.840533777882092	0.89919197886417	0.871846945167961	0.868373411217354	0.903075201393476	0.897831634339698	0.848737076645774
Anogam_AGAP008299-RB	3	2	3	6	6	6	7	1	1	1	1	0.999999994010855	1	1	1	1	0.514563171734701	1	0.761775137517642	0.814828865391569
Anogam_AGAP008299-RA	2	3	1	3	3	7	9	3	0	0	0	5.98914528506364e-09	0	0	0	0	0.485436828265299	0	0.238224862482358	0.185171134608431
Anogam_AGAP008306-RB	2	3	1	3	3	7	9	3	0	0	0	0	1	0	0	0	0	0	0	0
Anogam_AGAP008306-RA	3	2	3	6	6	6	7	1	1	1	1	1	0	1	1	1	1	1	1	1
Anogam_AGAP008310-RB	2	3	1	3	7	3	5	8	0	0	0	0.0659388097401992	0.27557513916062	0	0	0.519743001395959	0	0.313052433871336	0.210510591673301	0.216566675329976
Anogam_AGAP008310-RD	2	3	1	3	3	7	9	3	0.171048598129645	0	0.551807264184194	0	0	0	0.337295131438372	0	0	0	0	0
Anogam_AGAP008310-RF	1	1	4	5	2	2	1	5	0.0939830064297055	0	0.102035375090439	0.465483811873002	0.429927166676152	0.168000839536111	0.662704868561628	0.480256998604041	1	0.629447172113353	0.675366714022428	0.666641259313362
Anogam_AGAP008310-RA	1	1	5	2	4	4	6	7	0.73496839544065	1	0.346157360725366	0.468577378386799	0.294497694163228	0.831999160463889	0	0	0	0.0575003940153107	0.114122694304271	0.116792065356662
Anogam_AGAP008314-RC	1	4	4	2	5	5	2	2	0.515769329135572	0.476962288543703	0.624447870078006	0.560968531119343	0.627351151011906	0.633548496250826	0.467393652385135	0.519833166288239	0.517271786513369	0.429775365329365	0.565543017334931	0.533867277538332
Anogam_AGAP008314-RA	1	1	4	5	2	8	1	10	0.434688106714639	0.472506166897457	0.347493581877058	0.42700447700499	0.35112471111876	0.315787150994002	0.434392817919058	0.346899778714909	0.432294743652742	0.538228369411803	0.41758405209625	0.38413778644166
Anogam_AGAP008314-RB	2	3	1	3	3	7	9	3	0.0495425641497883	0.050531544558839	0.0280585480449362	0.0120269918756664	0.0215241378693346	0.0506643527551726	0.0982135296958065	0.133267054996852	0.0504334698338895	0.0319962652588324	0.0168729305688188	0.0819949360200081
Anogam_AGAP008317-RB	1	4	2	2	5	5	2	2	0.528770855310475	0.505179420025231	0.732561947804546	0.727113343242611	0.628835225266086	0.633947382782944	0.623276977151098	0.411749453023495	0.467088108882142	0.454647607698869	0.635283537285784	0.693593486462131
Anogam_AGAP008317-RA	1	1	4	5	2	8	1	10	0.471229144689525	0.494820579974769	0.267438052195454	0.272886656757389	0.371164774733914	0.366052617217056	0.376723022848902	0.588250546976505	0.532911891117858	0.545352392301131	0.364716462714216	0.306406513537869
Anogam_AGAP008432-RA	2	1	5	4	7	4	6	6	0.232580564444654	0.285373676653983	0.297041812038826	0.336730201992054	0.315501082582035	0.369859194889335	0.180213574503228	0.208312096803028	0.183169106701174	0.279935629619527	0.281267223573322	0.346756411901088
Anogam_AGAP008432-RB	3	4	2	1	1	1	4	4	0.767419435555346	0.714626323346017	0.702958187961174	0.663269798007946	0.684498917417966	0.630140805110665	0.819786425496772	0.791687903196972	0.816830893298826	0.720064370380473	0.718732776426678	0.653243588098912
Anogam_AGAP008494-RB	3	2	3	6	6	6	7	1	0.908804560062559	0.843831672892634	0.910132715978866	0.874057476576289	0.870162418483868	0.836087595995673	0.838059359660604	0.925937949201153	0.946308890989653	0.875231420534098	0.911014937909737	0.952044459762624
Anogam_AGAP008494-RA	2	3	1	3	3	7	5	8	0.0911954399374413	0.156168327107366	0.0898672840211342	0.125942523423711	0.129837581516132	0.163912404004327	0.161940640339396	0.0740620507988473	0.0536911090103467	0.124768579465902	0.0889850620902633	0.0479555402373764
Anogam_AGAP008528-RB	1	1	4	5	4	8	1	10	0.367750028880872	0.313336674678511	0.402793257302811	0.609024590746856	0.413431868265646	0.41975739072451	0.472028755482591	0.647728574777443	0.14400604810786	0.177148170114351	0.817029045724887	0.564932512034949
Anogam_AGAP008528-RA	1	4	2	2	5	5	2	2	0.632249971119128	0.686663325321489	0.597206742697189	0.390975409253144	0.586568131734354	0.58024260927549	0.527971244517409	0.352271425222557	0.85599395189214	0.822851829885649	0.182970954275113	0.435067487965051
Anogam_AGAP008537-RA	2	1	5	4	7	3	5	6	0.235481046140413	0.822829167825047	0.0303362479136122	0.294245160292057	0	0.145519278142194	0.159075623970769	0.143628872836348	0.343883022776057	0.183287588625202	1.07381912742216e-05	0.356202104356933
Anogam_AGAP008537-RB	3	2	2	1	1	1	4	4	0.764518953859587	0.177170832174953	0.969663752086388	0.705754839707943	1	0.854480721857806	0.840924376029231	0.856371127163652	0.656116977223943	0.816712411374798	0.999989261808726	0.643797895643067
Anogam_AGAP008559-RA	3	4	2	1	1	1	8	4	0.360958011038891	1	1	0.238331210806344	0.515626566155119	0.67583782184644	0.959456035828409	0.395141528454819	1	0.514821271692753	0.920888890249484	0.963419678058478
Anogam_AGAP008559-RB	1	1	5	4	7	4	6	6	0.639041988961109	0	0	0.761668789193656	0.484373433844881	0.32416217815356	0.0405439641715906	0.604858471545181	0	0.485178728307247	0.0791111097505162	0.0365803219415222
Anogam_AGAP008593-RA	2	3	1	3	3	7	9	8	0	0	0.0758497922138161	0	0.0814467841221756	0	0	0	0	0.120594444112261	0.383111699048016	0.368049639818346
Anogam_AGAP008593-RB	3	2	3	6	6	6	7	1	1	1	0.924150207786184	1	0.918553215877824	1	1	1	1	0.879405555887739	0.616888300951984	0.631950360181655
Anogam_AGAP008625-RA	2	3	1	3	3	7	9	3	0	0	0.0815313695549251	0	0	0	0	0	4.04390058474802e-06	0	0	0.0483168975389687
Anogam_AGAP008625-RB	3	2	3	6	6	6	7	1	1	1	0.918468630445075	1	1	1	1	1	0.999995956099415	1	1	0.951683102461031
Anogam_AGAP008688-RB	1	1	4	5	4	8	1	10	0.463423009974911	0.319573156660084	0.458588486490523	0.439860056343901	0.541648587340827	0.514086882170179	0.479583915825521	0.48190149350057	0.475783242040585	0.491234637059664	0.475243669278385	0.420010474294117
Anogam_AGAP008688-RA	1	4	4	2	5	5	2	2	0.536576990025089	0.680426843339916	0.541411513509477	0.560139943656099	0.458351412659173	0.485913117829821	0.520416084174479	0.51809850649943	0.524216757959415	0.508765362940336	0.524756330721615	0.579989525705883
Anogam_AGAP008727-RB	3	2	3	6	6	6	7	1	0.959617159365427	0.972624764689475	0.961174007897833	0.938502706992841	0.922840528844838	0.952277092874244	0.926375345695963	0.949540653308877	0.946195396798063	0.753854679637146	0.703280174914482	0.663813198352593
Anogam_AGAP008727-RD	2	3	1	3	3	7	9	3	0.0240971025233063	0.0216534888892081	0.0226549234871475	0.0285174268646782	0.0346331771284165	0.0311409061934811	0.0570738034702702	0.0349633437745359	0.0360456561566683	0.0427910118313455	0.0447701254453696	0.0306980693650038
Anogam_AGAP008727-RF	2	3	1	3	3	7	9	3	0.0115179900789678	0.00234936857868503	0.00443994229106206	0.00725264006402387	0.00414836234001618	0.0015978004253666	0.00661778720036658	0.0077756671703533	0.0083593452463231	0.00652374379966632	0.00488763559511286	0.0103614158978785
Anogam_AGAP008727-RA	2	3	1	3	3	7	9	3	0.00476774803229851	0.0033723778426323	0.0117311263239574	0.025727226078457	0.0383779316867292	0.0149842005069083	0.00993306363340004	0.00772033574623369	0.00939960179894603	0.196830564731842	0.247062064045036	0.295127316384524
Anogam_AGAP008737-RB	1	1	4	5	2	2	1	10	0.172913858221227	0.116769992322067	0.255322809904101	0.3849142156039	0.196622485707165	0.390721660082691	0.506410184414776	0.627119355935064	0.59280820376524	0.451968103624065	0.601270489996555	0.679229182659834
Anogam_AGAP008737-RA	1	4	2	2	4	5	2	2	0.827086141778773	0.883230007677933	0.744677190095899	0.6150857843961	0.803377514292835	0.609278339917309	0.493589815585224	0.372880644064936	0.40719179623476	0.548031896375935	0.398729510003445	0.320770817340166
Anogam_AGAP008762-RA	1	1	5	4	4	4	6	6	0.249532650462228	0.488178352860104	0.366575356808298	0.389045546524808	0.367716415913702	0.496328547392601	0.160784239777129	0.126922966012323	0.11889542697643	0.388135277330116	0.368224400380264	0.384843419366282
Anogam_AGAP008762-RB	3	4	2	1	5	1	8	4	0.750467349537771	0.511821647139896	0.633424643191702	0.610954453475192	0.632283584086298	0.503671452607399	0.839215760222871	0.873077033987677	0.88110457302357	0.611864722669884	0.631775599619736	0.615156580633718
Anogam_AGAP008801-RB	1	1	4	5	2	2	1	10	0.575077122261419	0.411034018749296	0.139272908218409	0.10498782875536	0.267218978231011	0.158818616654609	0.557472468848836	0.463330157466171	0.340464207527156	0.792146761043835	0.669359205728724	0.444471991691729
Anogam_AGAP008801-RD	2	1	5	4	7	4	6	6	0.309326423057992	0.355804192815194	0.41530901682075	0.34782883504681	0.287498088593727	0.252562775162592	0.133106923751096	0.268958809471976	0.0769604568235456	0.153984760287195	0.244534688382693	0.178806231589681
Anogam_AGAP008801-RF	2	3	5	4	7	3	5	8	0.0233202244694038	0.126356331942452	0.0928286425028909	0.54718333619783	0.325595516442537	0.427914065501421	0.101985995437293	0.0707504289903971	0.283829594902057	0.0339545602488103	0.0861061058885835	0.258416300974947
Anogam_AGAP008801-RA	2	3	1	3	3	7	9	8	1.66672976919291e-05	0.106805456493058	0.35258943245795	0	0.0645110570301924	0.126079707929087	0.207434611962776	0	0.26783306439008	0.000694576303334233	0	0.118305475743643
Anogam_AGAP008801-RH	2	3	1	3	3	7	9	3	0.092259562913493	0	0	0	0.0551763597025327	0.0346248347522912	0	0.196960604071456	0.0309126763571611	0.0192193421168252	0	0
Anogam_AGAP008804-RB	1	1	4	5	2	8	1	10	0.277115142010114	0.502434884682226	0.366355319257413	0.329693227491273	0.308981260709394	0.203289116472523	0.557109675575652	0.508491853535601	0.446519297531337	0.44183554475654	0.136896951266973	0.497694765615554
Anogam_AGAP008804-RA	1	4	2	1	1	5	2	2	0.722884857989886	0.497565115317774	0.633644680742587	0.670306772508727	0.691018739290606	0.796710883527477	0.442890324424348	0.491508146464399	0.553480702468663	0.55816445524346	0.863103048733027	0.502305234384446
Anogam_AGAP008843-RA	1	1	4	5	2	8	1	10	0.883180475547847	0.35040778354971	0.96924704600107	0	0	0	0.788486050848178	0.901891719179619	0.645852283027392	0	0.0212845374235535	0.0149694213445748
Anogam_AGAP008843-RB	1	4	2	1	5	5	2	2	0.116819524452153	0.64959221645029	0.0307529539989299	1	1	1	0.211513949151822	0.0981082808203807	0.354147716972607	1	0.978715462576446	0.985030578655425
Anogam_AGAP008887-RB	2	3	1	3	7	3	5	8	0.121679203282878	0.13445522506245	0.167092431096162	0.0561079101841801	0.0953299863131244	0.0669034177778701	0.112423453299959	0.169254652211233	0.16088607364664	0.171090013135192	0.181882176199163	0.204425932332558
Anogam_AGAP008887-RA	3	2	3	6	6	6	7	1	0.878320796717122	0.86554477493755	0.832907568903838	0.94389208981582	0.904670013686876	0.93309658222213	0.887576546700041	0.830745347788767	0.83911392635336	0.828909986864808	0.818117823800837	0.795574067667442
Anogam_AGAP008926-RB	3	4	2	1	1	5	2	2	0.77136654529212	0.761950442066114	0.805641084726271	0.861336421491292	0.77506523086941	0.86719239801542	0.57392943832647	0.352228485701343	0.387674092158395	0.584132712311431	0.573470758047112	0.621249970115437
Anogam_AGAP008926-RA	1	1	4	5	2	8	1	10	0.22863345470788	0.238049557933886	0.194358915273729	0.138663578508707	0.22493476913059	0.13280760198458	0.42607056167353	0.647771514298657	0.612325907841605	0.415867287688569	0.426529241952888	0.378750029884563
Anogam_AGAP008929-RB	3	2	2	1	1	1	4	4	0.855641247927435	0.724483441011038	0.756399067811315	0.574253243162373	0.715804470850056	0.715652902968369	0.704111972795613	0.789047932996162	0.743528976422254	0.78257837498921	0.765890108280313	0.898395555440386
Anogam_AGAP008929-RA	2	1	5	4	7	3	6	6	0.144358752072565	0.275516558988962	0.243600932188685	0.425746756837627	0.284195529149944	0.284347097031631	0.295888027204387	0.210952067003838	0.256471023577746	0.217421625010791	0.234109891719687	0.101604444559614
Anogam_AGAP008940-RB	3	2	3	6	6	6	7	1	1	1	1	0.733875777639721	1	0.944662326088631	1	1	1	0.896748448799238	0.891107047661756	0.902989130913146
Anogam_AGAP008940-RA	2	3	1	3	3	7	9	3	0	0	0	0.266124222360279	0	0.0553376739113692	0	0	0	0.103251551200762	0.108892952338244	0.097010869086854
Anogam_AGAP008952-RA	3	2	3	6	6	6	7	1	1	1	0.992799394319566	1	1	1	1	1	0.994418485132233	1	1	1
Anogam_AGAP008952-RB	2	3	1	3	3	7	9	3	0	0	0.00720060568043436	0	0	0	0	0	0.00558151486776693	0	0	0
Anogam_AGAP009005-RA	1	4	2	2	5	5	8	2	0.999283934623577	0	0.999980631890409	1	0	0	0.142624619613157	0.914826740601871	0.870543393418967	0.867884283581035	0.395970472826393	0.700043692594513
Anogam_AGAP009005-RB	1	1	4	5	4	4	1	7	0.000716065376422942	1	1.93681095908312e-05	0	1	1	0.857375380386843	0.0851732593981292	0.129456606581033	0.132115716418965	0.604029527173607	0.299956307405487
Anogam_AGAP009036-RA	3	2	3	6	6	6	7	1	0.986883782394611	0.961677992330885	0.966175462691612	0.93828633749932	0.965723480479687	0.957157910211083	0.935734214418549	0.956061477980305	0.968959804400178	0.95246820370436	0.960100977463169	0.904205122040329
Anogam_AGAP009036-RB	2	3	1	3	3	7	9	3	0.0131162176053887	0.0383220076691144	0.0338245373083882	0.0617136625006802	0.0342765195203127	0.0428420897889174	0.0642657855814515	0.0439385220196952	0.0310401955998224	0.0475317962956402	0.0398990225368309	0.0957948779596712
Anogam_AGAP009095-RA	3	4	2	1	1	1	4	9	0.793881879586965	0.81398845004953	0.818688677010904	0.817199154705915	0.719576593938163	0.813733288756737	0.446340565103228	0.511239895504687	0.820578530619775	0.602804175607751	0.652951163247982	0.560045776249873
Anogam_AGAP009095-RB	1	1	5	5	2	2	3	6	0.206118120413035	0.18601154995047	0.181311322989096	0.182800845294085	0.280423406061837	0.186266711243263	0.553659434896772	0.488760104495314	0.179421469380225	0.397195824392249	0.347048836752018	0.439954223750127
Anogam_AGAP009132-RA	3	2	2	1	1	1	4	4	0.731089012234311	0.726748157669565	0.822041622701915	0.800380535863172	0.740748789784164	0.779254768975195	0.764388812252899	0.783730727066784	0.771859633567487	0.764221717889581	0.694993540478206	0.871392410660386
Anogam_AGAP009132-RB	2	1	5	4	7	3	5	6	0.268910987765689	0.273251842330435	0.177958377298085	0.199619464136828	0.259251210215836	0.220745231024805	0.235611187747101	0.216269272933216	0.228140366432513	0.235778282110419	0.305006459521793	0.128607589339614
Anogam_AGAP009189-RB	2	3	1	3	3	7	9	3	0.0300542776327573	0.0607739051150818	0.0367040782322461	0.00385086371207173	0.0619004047319319	0.0104050581247966	0.160431914858552	0.0422713273183303	0.0339559335635997	0.0703936332096061	0.132854014600875	0.0945797976441234
Anogam_AGAP009189-RA	3	2	3	6	6	6	7	1	0.969945722367243	0.939226094884918	0.963295921767754	0.996149136287928	0.938099595268068	0.989594941875203	0.839568085141448	0.95772867268167	0.9660440664364	0.929606366790394	0.867145985399125	0.905420202355877
Anogam_AGAP009224-RB	2	3	5	4	7	3	5	8	0.234235600122912	0.141531909728675	0.212555846393478	0.14742287551538	0.145424051428927	0.125300829422333	0.181442606791109	0.225042315327908	0.177038264665736	0.227788358406851	0.261790993367235	0.240248727878558
Anogam_AGAP009224-RD	2	3	5	4	7	3	5	8	0.170120667893778	0.130292177912157	0.244550824192807	0.149778294177114	0.108676126453065	0.272380330003449	0.122626948276356	0.293655752199973	0.453853054593306	0.117335065391633	0.156362804554987	0.180031536025635
Anogam_AGAP009224-RF	1	4	2	1	5	5	2	2	0.59564373198331	0.728175912359168	0.542893329413714	0.700517888802873	0.745899822118008	0.602318840574218	0.695930444932535	0.481301932472119	0.369108680740958	0.654876576201516	0.581846202077779	0.579719736095807
Anogam_AGAP009224-RA	2	3	1	3	3	7	9	3	0	0	0	0.00228094150463285	0	0	0	0	0	0	0	0
Anogam_AGAP009251-RA	2	1	5	4	7	3	5	6	0.625835475650569	0	0	0.590233150915119	0	0	0.309730905116206	0.0664597800510038	0.278011369770448	0.272063266458368	0.235286137865545	0.345529837150711
Anogam_AGAP009251-RB	3	2	2	1	1	1	4	4	0.374164524349431	1	1	0.409766849084881	1	1	0.690269094883794	0.933540219948996	0.721988630229552	0.727936733541632	0.764713862134455	0.654470162849289
Anogam_AGAP009274-RB	1	4	2	1	5	5	8	2	0.490515360691888	0.708046868461751	0.293425250807296	0.507738685475874	0.575865736230061	0.570449582304755	0.489893862319309	0.669282410098874	0.803667581342062	0.616366733547086	0.694019114030531	1
Anogam_AGAP009274-RA	1	1	4	2	4	4	6	7	0.509484639308112	0.291953131538249	0.706574749192704	0.492261314524126	0.424134263769939	0.429550417695245	0.510106137680691	0.330717589901126	0.196332418657938	0.383633266452914	0.305980885969469	0
Anogam_AGAP009285-RA	3	2	3	6	6	6	7	1	0.942755252061785	0.983192190741649	0.814958780664526	0.894975680768646	0.896417976107089	0.913018091728723	1	0.953916595062504	1	0.913147572259106	0.960069654142851	0.857804079224869
Anogam_AGAP009285-RB	2	3	1	3	3	7	9	3	0.0572447479382148	0.0168078092583513	0.185041219335474	0.105024319231354	0.103582023892911	0.0869819082712765	0	0.0460834049374956	0	0.0868524277408943	0.0399303458571494	0.142195920775131
Anogam_AGAP009305-RB	1	1	4	5	5	2	8	10	0.460741158060929	0.253772018138971	0.284347885130228	0.131092581555728	0.436051153886563	0.221993684965012	0.556211838865552	0.641609227095697	0.74323417391494	0.620192550160042	0.660992131010719	0.765801384610488
Anogam_AGAP009305-RA	1	4	4	2	4	5	2	7	0.539258841939071	0.746227981861029	0.715652114869772	0.868907418444272	0.563948846113437	0.778006315034988	0.443788161134448	0.358390772904303	0.25676582608506	0.379807449839958	0.339007868989281	0.234198615389512
Anogam_AGAP009311-RA	1	1	4	5	4	8	1	10	0.483901296973609	0.410665487248251	0.466783586051212	0.422265510768137	0.48471956252038	0.508035167285867	0.376652969524332	0.473997384152237	0.408580309463948	0.491265900112298	0.455440601712364	0.489557259906528
Anogam_AGAP009311-RC	1	4	4	2	5	5	2	2	0.489628011258629	0.589334512751749	0.516710358722481	0.543361666565378	0.491925382588521	0.480504548444361	0.623347030475668	0.526002615847763	0.591419690536052	0.503039934883664	0.544559398287636	0.505315571903034
Anogam_AGAP009311-RB	2	3	1	3	3	7	9	3	0.026470691767762	0	0.0165060552263061	0.0343728226664848	0.0233550548910986	0.0114602842697727	0	0	0	0.00569416500403791	0	0.00512716819043759
